Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
1390,165.0,Normal,normal.1,1002,7,0,0,0,0,7
1391,165.0,Normal,normal.2,394,5,0,0,0,0,5
1392,165.0,Slow,s.0,589,0,0,0,0,0,0
1393,165.0,Slow,s.1,571,0,0,0,0,0,0
1394,165.0,Slow,s.2,268,0,0,0,0,0,0
1395,166.0,Dangerous,Dang.0,1030,27,37,6,21,2,93
1396,166.0,Dangerous,Dang.1,1027,16,23,7,7,1,54
1397,166.0,Dangerous,Dang.2,460,16,6,0,61,0,83
1398,166.0,Dangerous,Danger1,364,12,2,0,0,0,14
1399,166.0,Normal,Normal1,1052,8,0,0,0,0,8
1400,166.0,Slow,Slow1,591,0,0,0,0,0,0
1401,166.0,Normal,normal.0,1043,7,0,0,0,0,7
1402,166.0,Normal,normal.1,1002,7,0,0,0,0,7
1403,166.0,Normal,normal.2,403,5,0,0,0,0,5
1404,166.0,Slow,s.0,589,0,0,0,0,0,0
1405,166.0,Slow,s.1,571,0,0,0,0,0,0
1406,166.0,Slow,s.2,277,0,0,0,0,0,0
1407,167.0,Dangerous,Dang.0,1030,27,37,6,22,2,94
1408,167.0,Dangerous,Dang.1,1027,16,23,7,8,1,55
1409,167.0,Dangerous,Dang.2,476,17,6,0,61,0,84
1410,167.0,Dangerous,Danger1,373,13,2,0,0,0,15
1411,167.0,Normal,Normal1,1052,8,0,0,0,0,8
1412,167.0,Slow,Slow1,591,0,0,0,0,0,0
1413,167.0,Normal,normal.0,1043,7,0,0,0,0,7
1414,167.0,Normal,normal.1,1003,7,0,0,0,0,7
1415,167.0,Normal,normal.2,411,5,0,0,0,0,5
1416,167.0,Slow,s.0,589,0,0,0,0,0,0
1417,167.0,Slow,s.1,571,0,0,0,0,0,0
1418,167.0,Slow,s.2,286,0,0,0,0,0,0
1419,168.0,Dangerous,Dang.0,1030,27,37,6,23,2,95
1420,168.0,Dangerous,Dang.1,1027,16,23,7,9,1,56
1421,168.0,Dangerous,Dang.2,493,18,6,0,61,0,85
1422,168.0,Dangerous,Danger1,382,13,2,0,0,0,15
1423,168.0,Normal,Normal1,1052,8,0,0,0,0,8
1424,168.0,Slow,Slow1,591,0,0,0,0,0,0
1425,168.0,Normal,normal.0,1043,7,0,0,0,0,7
1426,168.0,Normal,normal.1,1003,7,0,0,0,0,7
1427,168.0,Normal,normal.2,419,5,0,0,0,0,5
1428,168.0,Slow,s.0,589,0,0,0,0,0,0
1429,168.0,Slow,s.1,571,0,0,0,0,0,0
1430,168.0,Slow,s.2,294,0,0,0,0,0,0
1431,169.0,Dangerous,Dang.0,1030,27,37,6,24,2,96
1432,169.0,Dangerous,Dang.1,1027,16,23,7,10,1,57
1433,169.0,Dangerous,Dang.2,508,19,6,0,61,0,86
1434,169.0,Dangerous,Danger1,394,13,2,0,0,0,15
1435,169.0,Normal,Normal1,1052,8,0,0,0,0,8
1436,169.0,Slow,Slow1,591,0,0,0,0,0,0
1437,169.0,Normal,normal.0,1043,7,0,0,0,0,7
1438,169.0,Normal,normal.1,1003,7,0,0,0,0,7
1439,169.0,Normal,normal.2,427,6,0,0,0,0,6
1440,169.0,Slow,s.0,589,0,0,0,0,0,0
1441,169.0,Slow,s.1,571,0,0,0,0,0,0
1442,169.0,Slow,s.2,303,0,0,0,0,0,0
1443,170.0,Dangerous,Dang.0,1030,27,37,6,25,2,97
1444,170.0,Dangerous,Dang.1,1027,16,23,7,11,1,58
1445,170.0,Dangerous,Dang.2,523,20,6,0,61,0,87
1446,170.0,Dangerous,Danger1,402,13,2,0,0,0,15
1447,170.0,Normal,Normal1,1052,8,0,0,0,0,8
1448,170.0,Slow,Slow1,591,0,0,0,0,0,0
1449,170.0,Normal,normal.0,1043,7,0,0,0,0,7
1450,170.0,Normal,normal.1,1004,7,0,0,0,0,7
1451,170.0,Normal,normal.2,435,6,0,0,0,0,6
1452,170.0,Slow,s.0,589,0,0,0,0,0,0
1453,170.0,Slow,s.1,571,0,0,0,0,0,0
1454,170.0,Slow,s.2,311,0,0,0,0,0,0
1455,171.0,Dangerous,Dang.0,1030,27,37,6,26,2,98
1456,171.0,Dangerous,Dang.1,1027,16,23,7,12,1,59
1457,171.0,Dangerous,Dang.2,535,20,6,0,61,0,87
1458,171.0,Dangerous,Danger1,412,14,2,0,0,0,16
1459,171.0,Normal,Normal1,1052,8,0,0,0,0,8
1460,171.0,Slow,Slow1,591,0,0,0,0,0,0
1461,171.0,Normal,normal.0,1043,7,0,0,0,0,7
1462,171.0,Normal,normal.1,1004,7,0,0,0,0,7
1463,171.0,Normal,normal.2,445,6,0,0,0,0,6
1464,171.0,Slow,s.0,589,0,0,0,0,0,0
1465,171.0,Slow,s.1,571,0,0,0,0,0,0
1466,171.0,Slow,s.2,319,0,0,0,0,0,0
1467,172.0,Dangerous,Dang.0,1030,27,37,6,27,2,99
1468,172.0,Dangerous,Dang.1,1027,16,23,7,13,1,60
1469,172.0,Dangerous,Dang.2,546,20,6,1,61,0,88
1470,172.0,Dangerous,Danger1,420,15,2,0,0,0,17
1471,172.0,Normal,Normal1,1052,8,0,0,0,0,8
1472,172.0,Slow,Slow1,591,0,0,0,0,0,0
1473,172.0,Normal,normal.0,1043,7,0,0,0,0,7
1474,172.0,Normal,normal.1,1004,7,0,0,0,0,7
1475,172.0,Normal,normal.2,456,6,0,0,0,0,6
1476,172.0,Slow,s.0,589,0,0,0,0,0,0
1477,172.0,Slow,s.1,571,0,0,0,0,0,0
1478,172.0,Slow,s.2,327,0,0,0,0,0,0
1479,173.0,Dangerous,Dang.0,1030,27,37,6,28,2,100
1480,173.0,Dangerous,Dang.1,1027,16,23,7,14,1,61
1481,173.0,Dangerous,Dang.2,554,20,6,2,61,0,89
1482,173.0,Dangerous,Danger1,430,15,2,0,0,0,17
1483,173.0,Normal,Normal1,1052,8,0,0,0,0,8
1484,173.0,Slow,Slow1,591,0,0,0,0,0,0
1485,173.0,Normal,normal.0,1043,7,0,0,0,0,7
1486,173.0,Normal,normal.1,1004,7,0,0,0,0,7
1487,173.0,Normal,normal.2,467,6,0,0,0,0,6
1488,173.0,Slow,s.0,589,0,0,0,0,0,0
1489,173.0,Slow,s.1,571,0,0,0,0,0,0
1490,173.0,Slow,s.2,335,0,0,0,0,0,0
1491,174.0,Dangerous,Dang.0,1030,27,37,6,29,2,101
1492,174.0,Dangerous,Dang.1,1027,16,23,7,15,1,62
1493,174.0,Dangerous,Dang.2,559,20,7,3,61,0,91
1494,174.0,Dangerous,Danger1,442,15,2,0,0,0,17
1495,174.0,Normal,Normal1,1052,8,0,0,0,0,8
1496,174.0,Slow,Slow1,591,0,0,0,0,0,0
1497,174.0,Normal,normal.0,1043,7,0,0,0,0,7
1498,174.0,Normal,normal.1,1004,7,0,0,0,0,7
1499,174.0,Normal,normal.2,480,6,0,0,0,0,6
1500,174.0,Slow,s.0,589,0,0,0,0,0,0
1501,174.0,Slow,s.1,571,0,0,0,0,0,0
1502,174.0,Slow,s.2,342,0,0,0,0,0,0
1503,175.0,Dangerous,Dang.0,1030,27,37,6,30,2,102
1504,175.0,Dangerous,Dang.1,1027,16,23,7,16,1,63
1505,175.0,Dangerous,Dang.2,561,20,7,4,61,0,92
1506,175.0,Dangerous,Danger1,456,15,2,0,0,0,17
1507,175.0,Normal,Normal1,1052,8,0,0,0,0,8
1508,175.0,Slow,Slow1,591,0,0,0,0,0,0
1509,175.0,Normal,normal.0,1043,7,0,0,0,0,7
1510,175.0,Normal,normal.1,1004,7,0,0,0,0,7
1511,175.0,Normal,normal.2,492,6,0,0,0,0,6
1512,175.0,Slow,s.0,589,0,0,0,0,0,0
1513,175.0,Slow,s.1,571,0,0,0,0,0,0
1514,175.0,Slow,s.2,349,0,0,0,0,0,0
1515,176.0,Dangerous,Dang.0,1030,27,37,6,31,2,103
1516,176.0,Dangerous,Dang.1,1027,16,23,7,17,1,64
1517,176.0,Dangerous,Dang.2,561,20,7,4,61,0,92
1518,176.0,Dangerous,Danger1,470,15,3,0,0,0,18
1519,176.0,Normal,Normal1,1052,8,0,0,0,0,8
1520,176.0,Slow,Slow1,591,0,0,0,0,0,0
1521,176.0,Normal,normal.0,1043,7,0,0,0,0,7
1522,176.0,Normal,normal.1,1004,7,0,0,0,0,7
1523,176.0,Normal,normal.2,504,6,0,0,0,0,6
1524,176.0,Slow,s.0,589,0,0,0,0,0,0
1525,176.0,Slow,s.1,571,0,0,0,0,0,0
1526,176.0,Slow,s.2,356,0,0,0,0,0,0
1527,177.0,Dangerous,Dang.0,1030,27,37,6,32,2,104
1528,177.0,Dangerous,Dang.1,1027,16,23,7,18,1,65
1529,177.0,Dangerous,Dang.2,564,20,8,5,62,0,95
1530,177.0,Dangerous,Danger1,484,15,4,0,0,0,19
1531,177.0,Normal,Normal1,1052,8,0,0,0,0,8
1532,177.0,Slow,Slow1,591,0,0,0,0,0,0
1533,177.0,Normal,normal.0,1043,7,0,0,0,0,7
1534,177.0,Normal,normal.1,1004,7,0,0,0,0,7
1535,177.0,Normal,normal.2,516,6,0,0,0,0,6
1536,177.0,Slow,s.0,589,0,0,0,0,0,0
1537,177.0,Slow,s.1,571,0,0,0,0,0,0
1538,177.0,Slow,s.2,363,0,0,0,0,0,0
1539,178.0,Dangerous,Dang.0,1030,27,37,6,33,2,105
1540,178.0,Dangerous,Dang.1,1027,16,23,7,19,1,66
1541,178.0,Dangerous,Dang.2,565,20,9,6,63,0,98
1542,178.0,Dangerous,Danger1,497,15,5,0,0,0,20
1543,178.0,Normal,Normal1,1052,8,0,0,0,0,8
1544,178.0,Slow,Slow1,591,0,0,0,0,0,0
1545,178.0,Normal,normal.0,1043,7,0,0,0,0,7
1546,178.0,Normal,normal.1,1004,7,0,0,0,0,7
1547,178.0,Normal,normal.2,527,6,0,0,0,0,6
1548,178.0,Slow,s.0,589,0,0,0,0,0,0
1549,178.0,Slow,s.1,571,0,0,0,0,0,0
1550,178.0,Slow,s.2,370,0,0,0,0,0,0
1551,179.0,Dangerous,Dang.0,1030,27,37,6,34,2,106
1552,179.0,Dangerous,Dang.1,1027,16,23,7,20,1,67
1553,179.0,Dangerous,Dang.2,565,20,9,6,64,0,99
1554,179.0,Dangerous,Danger1,509,15,5,0,0,0,20
1555,179.0,Normal,Normal1,1052,8,0,0,0,0,8
1556,179.0,Slow,Slow1,591,0,0,0,0,0,0
1557,179.0,Normal,normal.0,1043,7,0,0,0,0,7
1558,179.0,Normal,normal.1,1004,7,0,0,0,0,7
1559,179.0,Normal,normal.2,537,6,0,0,0,0,6
1560,179.0,Slow,s.0,589,0,0,0,0,0,0
1561,179.0,Slow,s.1,571,0,0,0,0,0,0
1562,179.0,Slow,s.2,377,0,0,0,0,0,0
1563,180.0,Dangerous,Dang.0,1030,27,37,6,35,2,107
1564,180.0,Dangerous,Dang.1,1027,16,23,7,21,1,68
1565,180.0,Dangerous,Dang.2,565,20,9,6,65,0,100
1566,180.0,Dangerous,Danger1,520,15,5,0,0,0,20
1567,180.0,Normal,Normal1,1052,8,0,0,0,0,8
1568,180.0,Slow,Slow1,591,0,0,0,0,0,0
1569,180.0,Normal,normal.0,1043,7,0,0,0,0,7
1570,180.0,Normal,normal.1,1004,7,0,0,0,0,7
1571,180.0,Normal,normal.2,545,6,0,0,0,0,6
1572,180.0,Slow,s.0,589,0,0,0,0,0,0
1573,180.0,Slow,s.1,571,0,0,0,0,0,0
1574,180.0,Slow,s.2,385,0,0,0,0,0,0
1575,181.0,Dangerous,Dang.0,1030,27,37,6,35,2,107
1576,181.0,Dangerous,Dang.1,1027,16,23,7,22,1,69
1577,181.0,Dangerous,Dang.2,565,20,9,6,66,0,101
1578,181.0,Dangerous,Danger1,529,15,6,0,0,0,21
1579,181.0,Normal,Normal1,1054,8,0,0,0,0,8
1580,181.0,Slow,Slow1,592,0,0,0,0,0,0
1581,181.0,Normal,normal.0,1043,7,0,0,0,0,7
1582,181.0,Normal,normal.1,1004,7,0,0,0,0,7
1583,181.0,Normal,normal.2,551,6,0,0,0,0,6
1584,181.0,Slow,s.0,589,0,0,0,0,0,0
1585,181.0,Slow,s.1,571,0,0,0,0,0,0
1586,181.0,Slow,s.2,392,0,0,0,0,0,0
1587,182.0,Dangerous,Dang.0,1033,27,37,6,35,2,107
1588,182.0,Dangerous,Dang.1,1027,16,23,7,23,1,70
1589,182.0,Dangerous,Dang.2,565,20,9,6,67,0,102
1590,182.0,Dangerous,Danger1,536,15,7,0,0,0,22
1591,182.0,Normal,Normal1,1058,8,0,0,0,0,8
1592,182.0,Slow,Slow1,593,0,0,0,0,0,0
1593,182.0,Normal,normal.0,1043,7,0,0,0,0,7
1594,182.0,Normal,normal.1,1004,7,0,0,0,0,7
1595,182.0,Normal,normal.2,557,6,0,0,0,0,6
1596,182.0,Slow,s.0,589,0,0,0,0,0,0
1597,182.0,Slow,s.1,571,0,0,0,0,0,0
1598,182.0,Slow,s.2,399,0,0,0,0,0,0
1599,183.0,Dangerous,Dang.0,1037,27,38,6,35,2,108
1600,183.0,Dangerous,Dang.1,1027,16,23,7,24,1,71
1601,183.0,Dangerous,Dang.2,565,20,9,6,68,0,103
1602,183.0,Dangerous,Danger1,541,15,8,0,0,0,23
1603,183.0,Normal,Normal1,1063,8,0,0,0,0,8
1604,183.0,Slow,Slow1,595,0,0,0,0,0,0
1605,183.0,Normal,normal.0,1044,7,0,0,0,0,7
1606,183.0,Normal,normal.1,1004,7,0,0,0,0,7
1607,183.0,Normal,normal.2,560,6,0,0,0,0,6
1608,183.0,Slow,s.0,589,0,0,0,0,0,0
1609,183.0,Slow,s.1,571,0,0,0,0,0,0
1610,183.0,Slow,s.2,406,0,0,0,0,0,0
1611,184.0,Dangerous,Dang.0,1043,27,38,6,35,2,108
1612,184.0,Dangerous,Dang.1,1028,16,23,7,24,1,71
1613,184.0,Dangerous,Dang.2,565,20,9,6,69,0,104
1614,184.0,Dangerous,Danger1,545,15,9,0,0,0,24
1615,184.0,Normal,Normal1,1071,8,0,0,0,0,8
1616,184.0,Slow,Slow1,598,0,0,0,0,0,0
1617,184.0,Normal,normal.0,1046,7,0,0,0,0,7
1618,184.0,Normal,normal.1,1004,7,0,0,0,0,7
1619,184.0,Normal,normal.2,563,6,0,0,0,0,6
1620,184.0,Slow,s.0,590,0,0,0,0,0,0
1621,184.0,Slow,s.1,571,0,0,0,0,0,0
1622,184.0,Slow,s.2,413,0,0,0,0,0,0
1623,185.0,Dangerous,Dang.0,1050,27,39,6,35,2,109
1624,185.0,Dangerous,Dang.1,1031,16,24,7,24,1,72
1625,185.0,Dangerous,Dang.2,565,20,9,6,70,0,105
1626,185.0,Dangerous,Danger1,547,15,10,0,1,0,26
1627,185.0,Normal,Normal1,1080,8,0,0,0,0,8
1628,185.0,Slow,Slow1,602,0,0,0,0,0,0
1629,185.0,Normal,normal.0,1050,7,0,0,0,0,7
1630,185.0,Normal,normal.1,1004,7,0,0,0,0,7
1631,185.0,Normal,normal.2,565,6,0,0,0,0,6
1632,185.0,Slow,s.0,592,0,0,0,0,0,0
1633,185.0,Slow,s.1,572,0,0,0,0,0,0
1634,185.0,Slow,s.2,420,0,0,0,0,0,0
1635,186.0,Dangerous,Dang.0,1060,27,39,6,35,2,109
1636,186.0,Dangerous,Dang.1,1035,16,25,7,24,1,73
1637,186.0,Dangerous,Dang.2,565,20,9,6,71,0,106
1638,186.0,Dangerous,Danger1,548,15,11,0,2,0,28
1639,186.0,Slow,Slow1,607,0,0,0,0,0,0
1640,186.0,Normal,normal.0,1056,7,0,0,0,0,7
1641,186.0,Normal,normal.1,1006,7,0,0,0,0,7
1642,186.0,Normal,normal.2,566,6,0,0,0,0,6
1643,186.0,Slow,s.0,594,0,0,0,0,0,0
1644,186.0,Slow,s.1,572,0,0,0,0,0,0
1645,186.0,Slow,s.2,427,0,0,0,0,0,0
1646,187.0,Dangerous,Dang.1,1041,16,26,7,24,1,74
1647,187.0,Dangerous,Dang.2,565,20,9,6,71,0,106
1648,187.0,Dangerous,Danger1,550,15,12,0,3,0,30
1649,187.0,Slow,Slow1,612,0,0,0,0,0,0
1650,187.0,Normal,normal.0,1062,7,0,0,0,0,7
1651,187.0,Normal,normal.1,1008,7,0,0,0,0,7
1652,187.0,Normal,normal.2,567,6,0,0,0,0,6
1653,187.0,Slow,s.0,596,0,0,0,0,0,0
1654,187.0,Slow,s.1,574,0,0,0,0,0,0
1655,187.0,Slow,s.2,434,0,0,0,0,0,0
1656,188.0,Dangerous,Dang.1,1047,17,26,7,24,1,75
1657,188.0,Dangerous,Dang.2,568,20,10,6,72,0,108
1658,188.0,Dangerous,Danger1,551,15,13,0,4,0,32
1659,188.0,Slow,Slow1,616,0,0,0,0,0,0
1660,188.0,Normal,normal.0,1070,7,0,0,0,0,7
1661,188.0,Normal,normal.1,1012,7,0,0,0,0,7
1662,188.0,Normal,normal.2,567,6,0,0,0,0,6
1663,188.0,Slow,s.0,598,0,0,0,0,0,0
1664,188.0,Slow,s.1,575,0,0,0,0,0,0
1665,188.0,Slow,s.2,442,0,0,0,0,0,0
1666,189.0,Dangerous,Dang.1,1054,17,26,7,24,1,75
1667,189.0,Dangerous,Dang.2,569,20,11,6,73,0,110
1668,189.0,Dangerous,Danger1,551,15,13,0,5,0,33
1669,189.0,Slow,Slow1,620,0,0,0,0,0,0
1670,189.0,Normal,normal.0,1079,7,0,0,0,0,7
1671,189.0,Normal,normal.1,1017,7,0,0,0,0,7
1672,189.0,Normal,normal.2,569,6,0,0,0,0,6
1673,189.0,Slow,s.0,599,0,0,0,0,0,0
1674,189.0,Slow,s.1,576,0,0,0,0,0,0
1675,189.0,Slow,s.2,450,0,0,0,0,0,0
1676,190.0,Dangerous,Dang.1,1061,17,26,7,24,1,75
1677,190.0,Dangerous,Dang.2,571,20,12,6,74,0,112
1678,190.0,Dangerous,Danger1,552,15,13,0,5,0,33
1679,190.0,Slow,Slow1,624,0,0,0,0,0,0
1680,190.0,Normal,normal.0,1090,7,0,0,0,0,7
1681,190.0,Normal,normal.1,1023,7,0,0,0,0,7
1682,190.0,Normal,normal.2,570,6,0,0,0,0,6
1683,190.0,Slow,s.0,601,0,0,0,0,0,0
1684,190.0,Slow,s.1,578,0,0,0,0,0,0
1685,190.0,Slow,s.2,458,0,0,0,0,0,0
1686,191.0,Dangerous,Dang.1,1071,17,26,7,24,1,75
1687,191.0,Dangerous,Dang.2,573,20,13,6,75,0,114
1688,191.0,Dangerous,Danger1,554,15,13,0,5,0,33
1689,191.0,Slow,Slow1,626,0,0,0,0,0,0
1690,191.0,Normal,normal.1,1030,7,0,0,0,0,7
1691,191.0,Normal,normal.2,572,6,0,0,0,0,6
1692,191.0,Slow,s.0,604,0,0,0,0,0,0
1693,191.0,Slow,s.1,579,0,0,0,0,0,0
1694,191.0,Slow,s.2,466,0,0,0,0,0,0
1695,192.0,Dangerous,Dang.2,574,20,13,6,76,0,115
1696,192.0,Dangerous,Danger1,555,15,13,0,5,0,33
1697,192.0,Slow,Slow1,628,0,0,0,0,0,0
1698,192.0,Normal,normal.1,1037,8,0,0,0,0,8
1699,192.0,Normal,normal.2,574,6,0,0,0,0,6
1700,192.0,Slow,s.0,607,0,0,0,0,0,0
1701,192.0,Slow,s.1,581,0,0,0,0,0,0
1702,192.0,Slow,s.2,475,0,0,0,0,0,0
1703,193.0,Dangerous,Dang.2,576,20,13,6,76,0,115
1704,193.0,Dangerous,Danger1,557,15,13,0,5,0,33
1705,193.0,Slow,Slow1,630,0,0,0,0,0,0
1706,193.0,Normal,normal.1,1045,8,0,0,0,0,8
1707,193.0,Normal,normal.2,575,6,0,0,0,0,6
1708,193.0,Slow,s.0,611,0,0,0,0,0,0
1709,193.0,Slow,s.1,584,0,0,0,0,0,0
1710,193.0,Slow,s.2,483,0,0,0,0,0,0
1711,194.0,Dangerous,Dang.2,578,20,14,6,76,0,116
1712,194.0,Dangerous,Danger1,558,15,13,0,5,0,33
1713,194.0,Slow,Slow1,632,0,0,0,0,0,0
1714,194.0,Normal,normal.1,1055,8,0,0,0,0,8
1715,194.0,Normal,normal.2,577,6,0,0,0,0,6
1716,194.0,Slow,s.0,616,0,0,0,0,0,0
1717,194.0,Slow,s.1,586,0,0,0,0,0,0
1718,194.0,Slow,s.2,492,0,0,0,0,0,0
1719,195.0,Dangerous,Dang.2,580,20,14,6,76,0,116
1720,195.0,Dangerous,Danger1,560,15,13,0,5,0,33
1721,195.0,Slow,Slow1,636,0,0,0,0,0,0
1722,195.0,Normal,normal.2,579,6,0,0,0,0,6
1723,195.0,Slow,s.0,620,0,0,0,0,0,0
1724,195.0,Slow,s.1,587,0,0,0,0,0,0
1725,195.0,Slow,s.2,500,0,0,0,0,0,0
1726,196.0,Dangerous,Dang.2,582,20,14,6,76,0,116
1727,196.0,Dangerous,Danger1,562,15,14,0,5,0,34
1728,196.0,Slow,Slow1,640,0,0,0,0,0,0
1729,196.0,Normal,normal.2,581,6,0,0,0,0,6
1730,196.0,Slow,s.0,625,0,0,0,0,0,0
1731,196.0,Slow,s.1,588,0,0,0,0,0,0
1732,196.0,Slow,s.2,508,0,0,0,0,0,0
1733,197.0,Dangerous,Dang.2,583,20,14,6,76,0,116
1734,197.0,Dangerous,Danger1,564,15,15,0,5,0,35
1735,197.0,Slow,Slow1,646,0,0,0,0,0,0
1736,197.0,Normal,normal.2,583,6,0,0,0,0,6
1737,197.0,Slow,s.0,628,0,0,0,0,0,0
1738,197.0,Slow,s.1,590,0,0,0,0,0,0
1739,197.0,Slow,s.2,516,0,0,0,0,0,0
1740,198.0,Dangerous,Dang.2,585,20,14,6,76,0,116
1741,198.0,Dangerous,Danger1,566,15,15,0,5,0,35
1742,198.0,Slow,Slow1,652,0,0,0,0,0,0
1743,198.0,Normal,normal.2,584,6,0,0,0,0,6
1744,198.0,Slow,s.0,631,0,0,0,0,0,0
1745,198.0,Slow,s.1,593,0,0,0,0,0,0
1746,198.0,Slow,s.2,524,0,0,0,0,0,0
1747,199.0,Dangerous,Dang.2,588,20,14,6,76,0,116
1748,199.0,Dangerous,Danger1,567,15,15,0,5,0,35
1749,199.0,Slow,Slow1,658,0,0,0,0,0,0
1750,199.0,Normal,normal.2,586,6,0,0,0,0,6
1751,199.0,Slow,s.0,633,0,0,0,0,0,0
1752,199.0,Slow,s.1,597,0,0,0,0,0,0
1753,199.0,Slow,s.2,532,0,0,0,0,0,0
1754,200.0,Dangerous,Dang.2,592,20,14,6,76,0,116
1755,200.0,Dangerous,Danger1,569,15,15,0,5,0,35
1756,200.0,Slow,Slow1,666,0,0,0,0,0,0
1757,200.0,Normal,normal.2,588,6,0,0,0,0,6
1758,200.0,Slow,s.0,635,0,0,0,0,0,0
1759,200.0,Slow,s.1,601,0,0,0,0,0,0
1760,200.0,Slow,s.2,539,0,0,0,0,0,0
1761,201.0,Dangerous,Dang.2,596,20,15,6,76,0,117
1762,201.0,Dangerous,Danger1,572,15,16,0,5,0,36
1763,201.0,Slow,Slow1,673,0,0,0,0,0,0
1764,201.0,Normal,normal.2,591,6,0,0,0,0,6
1765,201.0,Slow,s.0,636,0,0,0,0,0,0
1766,201.0,Slow,s.1,605,0,0,0,0,0,0
1767,201.0,Slow,s.2,546,0,0,0,0,0,0
1768,202.0,Dangerous,Dang.2,600,20,15,6,76,0,117
1769,202.0,Dangerous,Danger1,575,15,17,0,5,0,37
1770,202.0,Slow,Slow1,681,0,0,0,0,0,0
1771,202.0,Normal,normal.2,593,6,0,0,0,0,6
1772,202.0,Slow,s.0,638,0,0,0,0,0,0
1773,202.0,Slow,s.1,608,0,0,0,0,0,0
1774,202.0,Slow,s.2,552,0,0,0,0,0,0
1775,203.0,Dangerous,Dang.2,603,20,15,6,76,0,117
1776,203.0,Dangerous,Danger1,577,15,18,0,5,0,38
1777,203.0,Slow,Slow1,689,0,0,0,0,0,0
1778,203.0,Normal,normal.2,596,6,0,0,0,0,6
1779,203.0,Slow,s.0,641,0,0,0,0,0,0
1780,203.0,Slow,s.1,612,0,0,0,0,0,0
1781,203.0,Slow,s.2,559,0,0,0,0,0,0
1782,204.0,Dangerous,Dang.2,611,20,15,6,76,0,117
1783,204.0,Dangerous,Danger1,580,15,18,0,5,0,38
1784,204.0,Slow,Slow1,697,0,0,0,0,0,0
1785,204.0,Normal,normal.2,598,6,0,0,0,0,6
1786,204.0,Slow,s.0,645,0,0,0,0,0,0
1787,204.0,Slow,s.1,616,0,0,0,0,0,0
1788,204.0,Slow,s.2,564,0,0,0,0,0,0
1789,205.0,Dangerous,Dang.2,618,20,15,6,76,0,117
1790,205.0,Dangerous,Danger1,582,15,18,0,5,0,38
1791,205.0,Slow,Slow1,705,0,0,0,0,0,0
1792,205.0,Normal,normal.2,601,6,0,0,0,0,6
1793,205.0,Slow,s.0,650,0,0,0,0,0,0
1794,205.0,Slow,s.1,619,0,0,0,0,0,0
1795,205.0,Slow,s.2,569,0,0,0,0,0,0
1796,206.0,Dangerous,Dang.2,623,20,15,6,76,0,117
1797,206.0,Dangerous,Danger1,586,15,19,0,5,0,39
1798,206.0,Slow,Slow1,713,0,0,0,0,0,0
1799,206.0,Normal,normal.2,607,6,0,0,0,0,6
1800,206.0,Slow,s.0,656,0,0,0,0,0,0
1801,206.0,Slow,s.1,622,0,0,0,0,0,0
1802,206.0,Slow,s.2,574,0,0,0,0,0,0
1803,207.0,Dangerous,Dang.2,625,20,15,6,76,0,117
1804,207.0,Dangerous,Danger1,587,15,19,0,5,1,40
1805,207.0,Slow,Slow1,721,0,0,0,0,0,0
1806,207.0,Normal,normal.2,613,6,0,0,0,0,6
1807,207.0,Slow,s.0,662,0,0,0,0,0,0
1808,207.0,Slow,s.1,624,0,0,0,0,0,0
1809,207.0,Slow,s.2,578,0,0,0,0,0,0
1810,208.0,Dangerous,Dang.2,631,20,15,6,76,0,117
1811,208.0,Dangerous,Danger1,592,15,19,0,5,1,40
1812,208.0,Slow,Slow1,729,0,0,0,0,0,0
1813,208.0,Normal,normal.2,618,6,0,0,0,0,6
1814,208.0,Slow,s.0,668,0,0,0,0,0,0
1815,208.0,Slow,s.1,625,0,0,0,0,0,0
1816,208.0,Slow,s.2,582,0,0,0,0,0,0
1817,209.0,Dangerous,Dang.2,640,20,15,6,76,0,117
1818,209.0,Dangerous,Danger1,599,15,19,0,5,1,40
1819,209.0,Slow,Slow1,737,0,0,0,0,0,0
1820,209.0,Normal,normal.2,624,6,0,0,0,0,6
1821,209.0,Slow,s.0,675,0,0,0,0,0,0
1822,209.0,Slow,s.1,627,0,0,0,0,0,0
1823,209.0,Slow,s.2,585,0,0,0,0,0,0
1824,210.0,Dangerous,Dang.2,651,20,15,6,76,0,117
1825,210.0,Dangerous,Danger1,606,15,19,0,5,1,40
1826,210.0,Slow,Slow1,745,0,0,0,0,0,0
1827,210.0,Normal,normal.2,628,6,0,0,0,0,6
1828,210.0,Slow,s.0,682,0,0,0,0,0,0
1829,210.0,Slow,s.1,631,0,0,0,0,0,0
1830,210.0,Slow,s.2,588,0,0,0,0,0,0
1831,211.0,Dangerous,Dang.2,666,21,15,6,76,0,118
1832,211.0,Dangerous,Danger1,615,15,19,0,5,1,40
1833,211.0,Slow,Slow1,753,0,0,0,0,0,0
1834,211.0,Normal,normal.2,632,6,0,0,0,0,6
1835,211.0,Slow,s.0,689,0,0,0,0,0,0
1836,211.0,Slow,s.1,635,0,0,0,0,0,0
1837,211.0,Slow,s.2,590,0,0,0,0,0,0
1838,212.0,Dangerous,Dang.2,682,22,15,6,76,0,119
1839,212.0,Dangerous,Danger1,621,15,19,0,5,1,40
1840,212.0,Slow,Slow1,761,0,0,0,0,0,0
1841,212.0,Normal,normal.2,634,6,0,0,0,0,6
